ID,PredictedProb
382,0.82759273
384,0.50328153
385,0.9525577
388,0.21292059
389,0.96670717
391,0.89458245
392,0.7420512
395,0.787067
396,0.854705
397,0.8228701
399,0.6940906
404,0.9646859
407,0.45644063
409,0.82682526
410,0.7925174
413,0.5962771
414,0.49584824
416,0.7491665
418,0.80504566
419,0.83792615
420,0.9198973
422,0.96028244
423,0.8208111
427,0.71172357
429,0.96248573
430,0.54276913
431,0.7488707
432,0.65828294
433,0.9322289
434,0.050472405
436,0.679237
437,0.88482714
451,0.65158397
452,0.7613908
454,0.79755175
457,0.8958703
458,0.8814361
460,0.6315135
461,0.94728225
462,0.7236744
463,0.8422841
465,0.8925908
467,0.8954751
473,0.8553697
474,0.9647075
480,0.19352399
481,0.7357247
483,0.86163574
484,0.58836395
485,0.55437165
487,0.94045705
490,0.9414843
491,0.7949751
492,0.5820192
496,0.83547884
497,0.6377369
498,0.69293255
499,0.8811487
501,0.7754772
502,0.94176626
503,0.8355511
506,0.91643864
507,0.71797585
508,0.621971
509,0.7908664
510,0.8017093
511,0.8248445
513,0.7001267
515,0.92375284
521,0.4916693
522,0.82465523
523,0.88055074
525,0.8740883
529,0.84111315
530,0.50782263
531,0.6067271
533,0.73661923
534,0.72658724
535,0.95670515
537,0.61666656
541,0.55510026
542,0.70205516
543,0.6877729
544,0.8303455
545,0.63155603
549,0.8931464
550,0.93364406
551,0.840489
553,0.57443494
556,0.8987726
558,0.57357883
560,0.7302359
563,0.500033
564,0.9663158
567,0.5110247
572,0.72558457
573,0.9180829
577,0.8925375
583,0.8796402
584,0.76339227
585,0.7947586
586,0.76359123
588,0.77352494
590,0.6557962
591,0.63759935
593,0.9305252
594,0.7386142
597,0.92050093
598,0.67478657
599,0.9320933
603,0.87147796
604,0.6593584
606,0.9234446
607,0.46366772
609,0.70344955
614,0.8710666
615,0.90342003
616,0.5708935
617,0.90510285
618,0.8666114
619,0.81889445
620,0.90483075
623,0.68717605
625,0.90642947
626,0.822027
627,0.92176306
632,0.92447466
633,0.65789044
634,0.9241443
635,0.7101287
636,0.8514803
637,0.92505634
638,0.80951524
639,0.9532194
642,0.5252233
643,0.9098131
644,0.9734725
645,0.35730878
646,0.8260076
650,0.94309485
653,0.63938874
654,0.65078026
655,0.39969468
656,0.79851305
657,0.78769916
658,0.6556952
660,0.4853958
661,0.7584709
668,0.88564426
669,0.6952451
671,0.8776024
672,0.6996492
676,0.9389591
678,0.85414034
680,0.88302374
682,0.81031007
684,0.8179246
685,0.6788165
686,0.57447994
687,0.5970974
694,0.16036254
696,0.7189388
697,0.75519717
699,0.63537914
702,0.964095
707,0.82401633
708,0.9253782
712,0.9786396
717,0.93373156
718,0.959376
720,0.58642066
721,0.8215747
723,0.83409816
724,0.7046884
727,0.62065923
728,0.2343866
731,0.84261423
733,0.8638616
735,0.9652362
737,0.74392736
738,0.8086277
740,0.6636371
742,0.977996
743,0.60493034
745,0.6592809
746,0.86335486
747,0.75708896
748,0.9910432
749,0.9025935
750,0.9673061
753,0.76627547
755,0.78189564
756,0.9135618
758,0.5161887
760,0.7078732
762,0.83242285
763,0.7448602
765,0.8827579
767,0.8654869
768,0.96810424
770,0.8376891
772,0.78175473
773,0.8560881
774,0.71154577
775,0.7624704
777,0.42532015
778,0.88860154
780,0.6235178
782,0.80699193
783,0.9525378
786,0.5778731
787,0.83662707
788,0.8350232
789,0.75368327
790,0.6765501
793,0.76209724
795,0.8745773
807,0.7735121
809,0.83644646
810,0.5985036
811,0.84546524
813,0.13523169
815,0.872497
816,0.73123175
821,0.8634902
823,0.9779212
825,0.83086467
826,0.866736
827,0.87342113
832,0.91915494
833,0.5672187
834,0.81736785
837,0.8708508
838,0.9763491
839,0.18467613
843,0.54637665
844,0.7523757
845,0.64852196
846,0.6751643
848,0.74846214
850,0.7888636
851,0.8703835
852,0.65151644
855,0.76315176
856,0.9862472
861,0.69932455
862,0.878444
863,0.9129957
864,0.7781751
865,0.88246375
867,0.72172123
868,0.8920857
869,0.95077974
873,0.6971431
875,0.6810411
877,0.8696158
879,0.7828099
880,0.97309273
881,0.7763941
882,0.5979983
883,0.95890003
887,0.7327897
888,0.42787686
890,0.9590791
897,0.727487
900,0.82451665
902,0.6928917
904,0.75677645
906,0.6163215
910,0.9501238
913,0.80977297
914,0.6242071
915,0.6347172
918,0.7459789
920,0.95053345
923,0.85661614
926,0.85195553
927,0.73692364
929,0.72259235
930,0.7086032
931,0.95216805
932,0.91485155
933,0.86677396
934,0.83166987
936,0.5651925
939,0.6753843
941,0.9102266
943,0.64833564
947,0.6348737
948,0.76987386
949,0.9571279
950,0.4396101
951,0.74707913
952,0.6713915
953,0.9773736
956,0.81749207
961,0.7119318
962,0.5968069
968,0.80870336
971,0.94870317
972,0.94467074
977,0.9699202
981,0.7128411
985,0.8895716
987,0.84976953
989,0.9784399
993,0.93114656
994,0.5471586
997,0.9667947
998,0.6159393
999,0.91680247
1002,0.8437259
1003,0.93334824
1004,0.99342924
1005,0.65130967
1007,0.7130488
1008,0.92345065
1014,0.97044104
1016,0.81885105
1021,0.66194826
1023,0.88575125
1026,0.92360383
1028,0.79851747
1029,0.7355658
1030,0.57506055
1031,0.72314614
1032,0.87485296
1033,0.97333443
1036,0.64783597
1037,0.93504286
1039,0.6668062
1046,0.9184291
1047,0.84971523
1049,0.9335831
1055,0.8684803
1057,0.37616026
1059,0.81933016
1060,0.29773673
1062,0.22679558
1063,0.8087881
1066,0.70344365
1067,0.96395063
1068,0.41197395
1070,0.8845849
1071,0.76669693
1073,0.7310241
1074,0.778995
1075,0.86953974
1076,0.7179244
1077,0.94371563
1079,0.63745636
1083,0.77009815
1085,0.96723884
1087,0.73403686
1088,0.49540433
1089,0.8052261
1092,0.7705382
1095,0.82100236
1104,0.97773415
1106,0.9875422
1108,0.5534269
1110,0.6853003
1117,0.7982548
1118,0.8267548
1119,0.8877077
1121,0.81702745
1122,0.8306342
1124,0.6940775
1125,0.7327942
1126,0.53717977
1128,0.90422416
1129,0.6989042
1131,0.59960645
1132,0.7853852
1133,0.7841653
1134,0.52077997
1137,0.9165162
1138,0.4533313
1139,0.5792326
1140,0.7265673
1141,0.8368951
1143,0.74470973
1144,0.8791208
1145,0.8202729
1146,0.87974536
1147,0.856262
1149,0.84593415
1151,0.61447537
1154,0.7120666
1156,0.58668756
1158,0.8396997
1165,0.79507196
1166,0.58767164
1167,0.6220618
1168,0.775783
1169,0.6006671
1171,0.6830163
1173,0.40569496
1175,0.76979136
1181,0.59784985
1182,0.6347259
1184,0.86282897
1187,0.81051606
1189,0.9010417
1190,0.62772244
1193,0.66784203
1194,0.9457955
1196,0.8821498
1202,0.66434664
1203,0.7820453
1206,0.9415558
1209,0.96422845
1211,0.7224797
1212,0.4179854
1215,0.75446796
1216,0.5385597
1220,0.7299869
1222,0.85152245
1223,0.94360906
1224,0.6121102
1227,0.87084204
1229,0.52602106
1230,0.7234782
1233,0.92635036
1236,0.63070726
1242,0.9074512
1245,0.74229926
1246,0.96969116
1249,0.86000437
1250,0.8651296
1253,0.961888
1258,0.6675675
1259,0.721592
1262,0.98680216
1263,0.7114795
1265,0.9417169
1266,0.8634153
1267,0.932254
1268,0.8766591
1269,0.73896074
1270,0.672572
1271,0.9004045
1272,0.9710216
1276,0.944016
1277,0.8129502
1279,0.629925
1280,0.65205854
1283,0.72288316
1285,0.9203264
1286,0.88991684
1290,0.81604356
1293,0.6709821
1295,0.46055835
1297,0.8800867
1299,0.94461995
1300,0.9564724
1301,0.8287841
1302,0.96415794
1303,0.9344827
1304,0.90653336
1305,0.766873
1306,0.6913542
1307,0.6948474
1308,0.98848057
1309,0.70270866
1312,0.68265
1313,0.95147336
1314,0.74756896
1316,0.8158355
1318,0.5916254
1319,0.79958534
1320,0.70589757
1322,0.9685223
1323,0.2739311
1325,0.77547634
1329,0.23782909
1330,0.8057382
1334,0.6448648
1337,0.96632683
1340,0.5763985
1341,0.8008391
1342,0.60491145
1347,0.693586
1349,0.87503535
1350,0.7573761
1355,0.7484013
1356,0.57819754
1357,0.53125584
1358,0.80660856
1359,0.8151217
1361,0.36171144
1363,0.5620317
1366,0.8002617
1367,0.94626904
1370,0.920899
1375,0.9370571
1377,0.9374475
1379,0.90955603
1381,0.65770316
1382,0.8416235
1385,0.7564469
1387,0.6644533
1389,0.8492535
1392,0.89290154
1393,0.6197949
1395,0.83980644
1396,0.88926166
1399,0.04687716
1400,0.041248266
1401,0.90891606
1402,0.96204597
1405,0.60356903
1407,0.55466014
1409,0.9603397
1413,0.45571458
1414,0.22060144
1415,0.878233
1417,0.5469986
1421,0.5669136
1422,0.94150025
1423,0.4062174
1425,0.83804774
1426,0.11804832
1428,0.7635751
1429,0.9812313
1430,0.58597314
1431,0.68547124
1433,0.9494001
1435,0.94459033
1436,0.78678316
1438,0.8786322
1439,0.89977205
1442,0.95240134
1448,0.7158521
1449,0.63140404
1451,0.6403959
1453,0.8745423
1455,0.7845644
1456,0.5931082
1458,0.87061745
1459,0.94184875
1463,0.9750488
1466,0.7153891
1468,0.96076286
1471,0.7652192
1472,0.9251497
1473,0.6616433
1474,0.96675503
1476,0.6262111
1477,0.8248178
1478,0.53948456
1479,0.7838438
1481,0.64470416
1482,0.9614746
1487,0.68372774
1490,0.96396273
1493,0.580791
1494,0.65979826
1495,0.9224629
1496,0.9064568
1497,0.68152523
1498,0.77229
1499,0.9651764
1500,0.78037524
1505,0.83464724
1507,0.7073388
1508,0.731679
1510,0.86345005
1511,0.81756353
1513,0.48783252
1514,0.7297968
1518,0.90599173
1519,0.4377434
1520,0.75687355
1522,0.9080346
1523,0.7904675
1524,0.68518394
1527,0.91162616
1528,0.76275885
1529,0.71782494
1530,0.6034718
1532,0.7496729
1534,0.4471937
1536,0.9548882
1537,0.7147881
1540,0.8206622
1543,0.43861118
1546,0.894174
1549,0.8128589
1553,0.7944186
1558,0.77467304
1560,0.8445386
1561,0.8315206
1562,0.77257824
1565,0.56353486
1573,0.48735672
1576,0.78064525
1577,0.9398238
1579,0.48784864
1580,0.933934
1581,0.79834944
1582,0.3604231
1584,0.82057124
1586,0.88461375
1588,0.87470907
1589,0.6287847
1595,0.71969646
1598,0.421971
1599,0.98989457
1600,0.6194652
1605,0.54338235
1609,0.66309744
1610,0.6803717
1615,0.87176526
1617,0.92673194
1619,0.8217592
1621,0.864137
1622,0.7829428
1628,0.8185769
1629,0.941069
1630,0.6545883
1631,0.913737
1633,0.83393025
1636,0.7258098
1637,0.7678409
1638,0.8782303
1643,0.8388211
1644,0.8807596
1645,0.89484024
1646,0.71544486
1647,0.8129264
1648,0.8373381
1650,0.5609832
1651,0.84821224
1652,0.9215891
1654,0.847782
1655,0.98680186
1657,0.9651043
1658,0.9608342
1663,0.3732172
1665,0.97131664
1666,0.7331021
1669,0.9133612
1675,0.84304553
1678,0.86958444
1679,0.73707676
1680,0.4739694
1681,0.8402121
1684,0.8912231
1687,0.49942207
1688,0.79505897
1692,0.8941102
1694,0.8491888
1695,0.7920394
1696,0.7544482
1697,0.45694017
1698,0.6726589
1699,0.9596542
1700,0.48343518
1701,0.87207425
1704,0.3462079
1705,0.66761845
1706,0.76576376
1708,0.9763634
1709,0.68955517
1712,0.5689932
1713,0.6994585
1715,0.6483563
1718,0.9585208
1720,0.76449025
1721,0.7724924
1724,0.8565403
1725,0.7327247
1726,0.27033123
1728,0.77626824
1729,0.87993205
1738,0.59271115
1739,0.8249648
1741,0.8504098
1743,0.889592
1745,0.46823245
1750,0.70757926
1751,0.83173406
1753,0.88098675
1755,0.6371389
1757,0.74327385
1758,0.6687027
1759,0.8397465
1762,0.68480444
1763,0.60986876
1767,0.97822523
1769,0.7176254
1770,0.9889208
1778,0.878791
1781,0.90659386
1784,0.91815305
1786,0.76966935
1787,0.9352301
1788,0.90309614
1789,0.8832475
1790,0.6278356
1794,0.044499576
1795,0.83415484
1797,0.9539384
1801,0.8794694
1802,0.7562938
1809,0.96450746
1810,0.9084965
1811,0.7948609
1816,0.6615169
1817,0.790163
1818,0.54858303
1820,0.55004746
1821,0.65014875
1822,0.17318787
1823,0.84275466
1829,0.9059797
1833,0.8812374
1834,0.82200927
1836,0.6352939
1837,0.9345477
1839,0.82335645
1842,0.7824559
1845,0.9598994
1849,0.70731884
1851,0.9591763
1852,0.585385
1853,0.68545705
1855,0.8635584
1856,0.71544373
1857,0.92338425
1859,0.8810777
1860,0.58677334
1861,0.9280631
1862,0.86795634
1864,0.83003455
1865,0.84038895
1869,0.8503418
1871,0.5411446
1872,0.94823796
1873,0.75938296
1874,0.5239108
1875,0.5164263
1878,0.8307242
1879,0.81005037
1880,0.5963592
1882,0.96746594
1887,0.8891013
1893,0.6669477
1896,0.8090038
1900,0.7340372
1902,0.8699343
1904,0.94317967
1906,0.6259869
1907,0.9062707
1909,0.793569
1911,0.69529665
1913,0.7131159
1915,0.7923119
1917,0.09727056
1918,0.4835616
1919,0.65708023
1921,0.84271985
1922,0.9765446
1923,0.9331784
1926,0.6445164
1927,0.50679517
1928,0.8980461
1929,0.92614734
1931,0.8378644
1932,0.91458094
1938,0.94392055
1940,0.48454663
1941,0.7734132
1942,0.76895434
1944,0.6336261
1948,0.59574306
1949,0.90203804
1951,0.9187497
1953,0.8368545
1954,0.7988242
1955,0.98542124
1956,0.8141689
1957,0.94669247
1958,0.98238915
1959,0.89668787
1961,0.88630956
1962,0.79909205
1965,0.8086376
1969,0.7959903
1971,0.65177155
1978,0.9794152
1982,0.93539953
1984,0.5240101
1985,0.86595774
1986,0.6810466
1987,0.6982984
1988,0.7152945
1989,0.7933176
1990,0.6629218
1991,0.8802142
1993,0.9269738
1994,0.8672557
1999,0.71508324
2000,0.8419923
2001,0.69195956
2002,0.9398493
2003,0.3133842
2004,0.55444974
2008,0.9502529
2011,0.7704004
2013,0.8971704
2017,0.95813763
2020,0.9038796
2021,0.91037554
2024,0.8324321
2026,0.46562165
2031,0.85460085
2035,0.5617578
2039,0.95421326
2040,0.8510484
2044,0.8524385
2045,0.9171092
2046,0.6637976
2047,0.6695021
2048,0.80572295
2052,0.8188179
2053,0.7905862
2054,0.7590463
2055,0.69645435
2058,0.79486126
2059,0.72136414
2060,0.48026726
2063,0.84091854
2064,0.9218779
2065,0.96202147
2066,0.87202287
2070,0.41346365
2073,0.9011342
2076,0.8487564
2077,0.090667784
2078,0.8599255
2082,0.9590457
2084,0.55207485
2086,0.65851396
2088,0.9377719
2090,0.90200454
2091,0.8838069
2095,0.7747797
2097,0.816196
2101,0.8439433
2102,0.5180746
2105,0.72619337
2106,0.8068542
2107,0.9643663
2110,0.70716864
2113,0.98561525
2114,0.7466761
2115,0.80996686
2118,0.76149136
2119,0.70675975
2120,0.8358459
2122,0.6746881
2128,0.9164864
2129,0.8417643
2132,0.8387716
2136,0.78310466
2139,0.776246
2140,0.704555
2141,0.42113328
2142,0.87512445
2143,0.77880615
2146,0.46572775
2147,0.75127023
2148,0.69131273
2151,0.53408915
2153,0.8489155
2154,0.9104499
2156,0.42503682
2161,0.96655965
2162,0.6781585
2163,0.9505492
2164,0.6575286
2165,0.95801663
2168,0.9727676
2169,0.5823266
2175,0.9331883
2176,0.870003
2177,0.78843087
2178,0.50690395
2182,0.9098148
2184,0.60807645
2191,0.87308896
2193,0.9364839
2194,0.6638661
2196,0.89351314
2198,0.5180763
2199,0.74798626
2200,0.7153053
2202,0.9273744
2209,0.93753946
2213,0.07363281
2217,0.9590196
2218,0.5514641
2224,0.59639466
2225,0.053376473
2231,0.95305324
2233,0.7895672
2234,0.655501
2235,0.5948132
2237,0.81376976
2238,0.50113297
2240,0.7483983
2242,0.81989413
2244,0.6591076
2246,0.92361474
2247,0.70896125
2248,0.98182136
2249,0.9555209
2250,0.9503759
2252,0.72200185
2254,0.760286
2257,0.8161308
2258,0.68559337
2262,0.6578934
2265,0.7835958
2268,0.9263114
2270,0.7983119
2280,0.9106724
2281,0.98072445
2283,0.9435927
2285,0.24008362
2289,0.96156967
2290,0.5993842
2291,0.71557146
2293,0.8502413
2294,0.7970455
2295,0.8827129
2300,0.83685446
2304,0.9278256
2307,0.4758995
2310,0.97470504
2312,0.85074747
2313,0.328263
2318,0.7244716
2319,0.85121834
2322,0.5824814
2324,0.87586653
2326,0.96541524
2328,0.74794817
2331,0.82616836
2334,0.043753084
2335,0.789848
2336,0.7183736
2339,0.9397894
2340,0.86588013
2341,0.9767071
2344,0.9782965
2349,0.97549427
2352,0.94484204
2353,0.9242531
2357,0.41056868
2362,0.74150836
2364,0.6654984
2365,0.61789757
2366,0.6862661
2367,0.58583385
2368,0.8692194
2370,0.97564244
2373,0.7921659
2375,0.5816669
2376,0.97327006
2377,0.9235952
2382,0.9745949
2384,0.75781584
2385,0.7087557
2388,0.7498986
2389,0.66626245
2390,0.8547021
2391,0.7874526
2393,0.9261435
2396,0.7928507
2397,0.69259053
2398,0.9604466
2399,0.7043974
2400,0.8179681
2401,0.5438881
2402,0.9287841
2404,0.6062413
2406,0.93370384
2408,0.61946976
2409,0.9111599
2410,0.81550777
2411,0.79980254
2413,0.74069965
2415,0.77752167
2417,0.9556043
2422,0.8750619
2423,0.5374181
2424,0.8661065
2426,0.9689144
2429,0.7883112
2430,0.6186632
2432,0.5253929
2433,0.8907063
2436,0.9817059
2437,0.8617985
2438,0.8753434
2439,0.87633616
2440,0.60945183
2444,0.7638691
2445,0.43347368
2446,0.62050927
2454,0.83043325
2455,0.68013895
2456,0.97424865
2458,0.44898954
2459,0.2503353
2460,0.6329616
2461,0.8736954
2462,0.5780805
2464,0.7045853
2465,0.8413888
2467,0.9814432
2468,0.92342514
2474,0.35769343
2480,0.6003479
2481,0.64295304
2484,0.64693004
2485,0.6266519
2486,0.8500632
2487,0.6799051
2491,0.89491886
2493,0.7845535
2496,0.7345966
2497,0.89158505
2501,0.8064076
2504,0.6545406
2505,0.49424145
2506,0.6331442
2508,0.7795949
2509,0.6018292
2513,0.4359001
2516,0.7738401
2520,0.6306715
2521,0.69480366
2523,0.8712516
2524,0.84767663
2526,0.9776633
2528,0.8811203
2529,0.93020624
2530,0.9344929
2531,0.9401044
2532,0.9201419
2536,0.7180109
2537,0.6140269
2540,0.9774309
2541,0.7354757
2542,0.72741544
2543,0.5396474
2546,0.5781097
2547,0.7333324
2550,0.7875242
2551,0.822268
2555,0.7992479
2556,0.9020755
2558,0.8948452
2559,0.975971
2560,0.9477934
2562,0.98987204
2563,0.05062241
2564,0.9522475
2565,0.60217893
2568,0.8535039
2569,0.78920466
2570,0.67136943
2572,0.7087943
2573,0.79528034
2574,0.66997784
2575,0.83270437
2576,0.819465
2582,0.8237936
2583,0.4217149
2586,0.72265995
2590,0.578154
2591,0.7004232
2592,0.85769826
2593,0.9542456
2595,0.7755793
2596,0.7803383
2597,0.64956325
2598,0.6874489
2600,0.9785997
2601,0.8469692
2603,0.59962046
2604,0.82618606
2605,0.93810415
2606,0.9668811
2608,0.78438014
2609,0.876602
2610,0.8532236
2611,0.847697
2614,0.8986499
2615,0.8937279
2616,0.6819087
2618,0.59036595
2620,0.7113466
2623,0.68792295
2624,0.98586005
2625,0.7407115
2627,0.61113024
2629,0.83404124
2630,0.8024315
2631,0.96003264
2632,0.94939
2633,0.456783
2634,0.79451185
2635,0.5999043
2636,0.8704317
2637,0.56870615
2638,0.9820326
2641,0.5570311
2643,0.67489135
2644,0.46053725
2647,0.73802614
2648,0.8750774
2649,0.94578254
2651,0.56108254
2654,0.8217833
2655,0.82730824
2656,0.9688135
2659,0.59742564
2661,0.83526534
2662,0.7174893
2664,0.9582558
2665,0.7062378
2666,0.88962275
2667,0.7194175
2668,0.7725428
2671,0.2194836
2673,0.8160691
2676,0.73286206
2678,0.6838875
2680,0.9509857
2681,0.9812578
2683,0.67426956
2687,0.49215552
2688,0.8951616
2689,0.86361563
2691,0.85928065
2693,0.9086658
2695,0.78470224
2697,0.6356422
2699,0.8797094
2701,0.6232318
2702,0.61335623
2703,0.8207965
2706,0.9634676
2707,0.91842896
2708,0.847307
2709,0.8527968
2714,0.75923216
2715,0.49733528
2716,0.7665305
2717,0.95118564
2719,0.9163485
2721,0.94254935
2722,0.7210889
2723,0.5984024
2724,0.62411094
2727,0.9846206
2730,0.84023726
2731,0.7877629
2736,0.8941224
2738,0.87674725
2740,0.91630036
2744,0.7471232
2745,0.25647533
2748,0.62821794
2749,0.3494607
2750,0.7771589
2751,0.4915126
2752,0.6298011
2754,0.7576281
2755,0.9168301
2756,0.940025
2757,0.9695832
2758,0.93371433
2759,0.8999569
2760,0.96518934
2761,0.11085172
2762,0.8266013
2763,0.79443836
2764,0.73496175
2765,0.89306426
2768,0.6844337
2769,0.1902078
2770,0.3056341
2776,0.91438586
2778,0.96545917
2788,0.6796575
2789,0.7373945
2791,0.74300367
2792,0.5044272
2793,0.9546785
2797,0.731679
2799,0.92273045
2800,0.97151834
2801,0.6253083
2805,0.88343513
2806,0.6062944
2807,0.047460407
2808,0.72142655
2811,0.8825295
2820,0.8699136
2822,0.90926844
2824,0.9587588
2826,0.9546926
2827,0.83704364
2828,0.8611493
2829,0.5057724
2832,0.8526526
2835,0.9661057
2836,0.8679056
2839,0.68860704
2840,0.87071866
2841,0.7382529
2843,0.83639884
2849,0.35393488
2850,0.7354992
2854,0.72915846
2856,0.8568567
2857,0.8894475
2859,0.71941966
2860,0.9803366
2863,0.9442183
2864,0.6521327
2865,0.43907973
2870,0.78218615
2871,0.70821846
2872,0.7167309
2873,0.6305576
2874,0.9073838
2876,0.9276742
2877,0.56043494
2878,0.93384695
2880,0.78644896
2882,0.82131076
2884,0.5430469
2885,0.62523454
2886,0.63175356
2887,0.8832785
2894,0.7241735
2897,0.75946057
2900,0.83102554
2903,0.77011836
2904,0.90890247
2906,0.72971755
2908,0.88093126
2909,0.6979865
2910,0.43461075
2911,0.5215287
2912,0.84122247
2913,0.938525
2915,0.77579445
2916,0.6673254
2918,0.6894628
2924,0.8244889
2925,0.78629655
2928,0.9177564
2929,0.46921626
2934,0.93195003
2935,0.65029657
2938,0.75880736
2940,0.73345035
2941,0.57198894
2942,0.91825664
2944,0.9186526
2946,0.7600736
2947,0.61558586
2948,0.7870145
2950,0.90611494
2952,0.91493887
2953,0.8658384
2954,0.8817919
2956,0.5355518
2958,0.7315739
2959,0.6757481
2961,0.8079654
2963,0.62510747
2965,0.9783845
2967,0.8379344
2971,0.7756136
2973,0.96746016
2974,0.55633986
2980,0.8737631
2982,0.76130044
2983,0.49828583
2986,0.83821774
2987,0.71578956
2988,0.718351
2993,0.88552487
2995,0.53804535
2998,0.7153732
3003,0.8402891
3005,0.93051404
3006,0.7097932
3007,0.7842842
3011,0.626062
3013,0.8724867
3014,0.34475803
3019,0.76404524
3020,0.93003076
3022,0.66225106
3023,0.6187114
3024,0.67604923
3025,0.64305335
3027,0.84207946
3029,0.7954393
3030,0.6100836
3031,0.8938039
3032,0.9593718
3033,0.58938557
3037,0.90732735
3041,0.6799803
3042,0.7621165
3044,0.93148494
3045,0.796452
3048,0.8223389
3049,0.90319026
3053,0.90098935
3055,0.78227186
3057,0.8716621
3058,0.78362596
3059,0.708184
3060,0.81973857
3061,0.9402302
3063,0.8036785
3064,0.83545077
3065,0.53621984
3066,0.9584161
3067,0.5953963
3068,0.93382126
3069,0.9152791
3070,0.9353599
3071,0.8632654
3072,0.9368955
3075,0.9730329
3077,0.7890739
3080,0.93509114
3081,0.9747252
3082,0.8615216
3083,0.97842366
3086,0.9391052
3089,0.9008827
3090,0.80121183
3091,0.8041896
3092,0.883377
3093,0.9546234
3094,0.92346597
3097,0.9731232
3099,0.69079524
3102,0.97733104
3103,0.82560015
3105,0.96671504
3106,0.9641206
3107,0.8464605
3108,0.9180556
3109,0.49004248
3114,0.74230283
3116,0.35514936
3117,0.6725719
3119,0.8962675
3121,0.68849885
3123,0.87416875
3124,0.9692861
3125,0.94488394
3126,0.6233023
3128,0.7269841
3129,0.6655183
3130,0.51935595
3131,0.9766728
3132,0.8837411
3133,0.6941231
3134,0.7584056
3135,0.72904986
3136,0.89920866
3137,0.937138
3140,0.9109891
3141,0.7465231
3143,0.73127264
3144,0.8126415
3145,0.70198095
3147,0.59088784
3149,0.7531452
3151,0.71573764
3154,0.4857451
3156,0.91081303
3157,0.5404604
3158,0.48286802
3160,0.8484549
3161,0.9329276
3162,0.9485064
3164,0.8894377
3165,0.7239862
3168,0.67812866
3171,0.90438116
3173,0.7252404
3174,0.9335681
3175,0.6535414
3176,0.9216699
3177,0.67644197
3178,0.66864395
3181,0.7018707
3182,0.6140868
3186,0.96926594
3188,0.9187974
3190,0.9099352
3192,0.76510775
3194,0.6430842
3195,0.8560761
3197,0.7542887
3198,0.7338949
3202,0.77188766
3203,0.46249947
3204,0.4940021
3207,0.6779811
3208,0.8071155
3209,0.56612164
3210,0.807153
3212,0.23781413
3213,0.8338414
3214,0.8394296
